Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc
Incline Bench Rear Dumbbell Fly - Gethin Variation,"The incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the postural muscles of the upper back. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.",Strength,Shoulders,Dumbbell,Intermediate,,
Dumbbell front raise and press,"The dumbbell front raise and press combines two upper-body moves into one challenging sequence targeting the deltoid muscles. It's a simple way to boost your heart rate while getting a good upper-body pump, and is a natural fit in time-efficient upper-body or circuit training.",Strength,Shoulders,Dumbbell,Intermediate,,
Rotator cuff warm-up,"The rotator cuff warm-up is a simple exercise targeting the rotator cuffs through weighted shoulder external rotation. It's a classic way to warm up the shoulder prior to sports or training, as well as a common rehab movement. The rotator cuffs are a notorious injury-prone structure in the shoulders of Major League pitchers and other athletes. This is a movement most commonly done for moderate to high reps, such as 8-12 reps or more per set.",Strength,Shoulders,Dumbbell,Intermediate,,
Seated Lateral Raise - Gethin Variation,"The seated dumbbell lateral raiseis an iconic exercise for developing the shoulders. If you’ve ever worked out with weights, chances are you’ve done this move at some point. Proper execution is paramount to avoid injury.",Strength,Shoulders,Dumbbell,Intermediate,,
Single-arm dumbbell arc row,"The single-arm dumbbell arc row is an exercise for building the latissimus dorsi, or lat, muscles of the back. This variation has more of an arcing shape than the traditional single-arm dumbbell row, which may increase the mind-muscle connection and hit the back from a different angle. You probably won't be able to go as heavy on this as on a traditional row.",Strength,Shoulders,Dumbbell,Intermediate,,
Incline Rear Delt Raises - Gethin Variation,"The incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the postural muscles of the upper back. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.",Strength,Shoulders,Dumbbell,Intermediate,,
Incline Dumbbell Y Raise,,Strength,Shoulders,Dumbbell,Intermediate,,
HM Bent-Over Rear-Delt Fly,,Strength,Shoulders,Dumbbell,Intermediate,,
HM Dumbbell Shoulder Press,,Strength,Shoulders,Dumbbell,Intermediate,,
HM Single-Leg Overhead Dumbbell Press,,Strength,Shoulders,Dumbbell,Intermediate,,
6 Way Shoulder Raise,,Strength,Shoulders,Dumbbell,Intermediate,,
Seated dumbbell lateral raise,"The seated dumbbell lateral raise is an exercise that targets the shoulder muscles, particularly the medial or middle head of the deltoids. Performing it on a bench helps enforce strict form and eliminate swinging or using momentum to move the weights. Lateral raise variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or shoulder-focused portion of a workout.",Strength,Shoulders,Dumbbell,Intermediate,,
AM Dumbbell Shoulder Press,"The seated dumbbell shoulder pressis an exercise for building muscle and strengthening the shoulders, particularly but not exclusively the front heads. The triceps also assist. Some lifters feel that using dumbbells versus a barbell reduced injury risk.",Strength,Shoulders,Dumbbell,Intermediate,,
AM Dumbbell Side Raise,"The dumbbell lateral raise is an upper body isolation exercise for building shoulder strength and muscle. It's a staple strength training move and is a great option for accessory work on upper body training days. This exercise particularly focuses on the lateral or medial head of the deltoid, making them appear wider and more developed.",Strength,Shoulders,Dumbbell,Intermediate,,
AM Front Raise,"The alternating dumbbell front raise is an isolation movement that targets the shoulders. By using one arm at a time, you can use more weight than when you use both arms at once. Bodybuilders use this exercise to zero in on the front shoulders, but the simple movement also makes it great for people new to lifting weights.",Strength,Shoulders,Dumbbell,Intermediate,,
UP Dumbbell Lateral Raise,"The dumbbell lateral raise is an upper body isolation exercise for building shoulder strength and muscle. It's a staple strength training move and is a great option for accessory work on upper body training days. This exercise particularly focuses on the lateral or medial head of the deltoid, making them appear wider and more developed.",Strength,Shoulders,Dumbbell,Intermediate,,
UP Seated Dumbbell Overhead Press,"The seated dumbbell shoulder pressis an exercise for building muscle and strengthening the shoulders, particularly but not exclusively the front heads. The triceps also assist. Some lifters feel that using dumbbells versus a barbell reduced injury risk.",Strength,Shoulders,Dumbbell,Intermediate,,
AA Incline Bench Dumbbell Reverse Fly,,Strength,Shoulders,Dumbbell,Intermediate,,
CM Forward Shoulder Press,,Strength,Shoulders,Dumbbell,Intermediate,,
Dumbbell Halo,,Strength,Shoulders,Dumbbell,Intermediate,,
Standing Dumbbell Scap Raise,,Strength,Shoulders,Dumbbell,Intermediate,,
Holman Overhead Press,,Strength,Shoulders,Dumbbell,Intermediate,,
Holman Slow Weighted Half Jack to Overhead Press,,Strength,Shoulders,Dumbbell,Intermediate,,
Holman Slow Arnold Press,,Strength,Shoulders,Dumbbell,Intermediate,,
Holman Boat Arnold Press with Feet Push-Out,,Strength,Shoulders,Dumbbell,Intermediate,,
Holman Dumbbell Hip Drive to Overhead Press,,Strength,Shoulders,Dumbbell,Intermediate,,
Holman Squat Thrust to Alternating Renegade Triceps Press,,Strength,Shoulders,Dumbbell,Intermediate,,
Holman Cheer Press,,Strength,Shoulders,Dumbbell,Intermediate,,
Holman Left Arm Press with Right Arm Hold,,Strength,Shoulders,Dumbbell,Intermediate,,
Holman Right Arm Press with Left Arm Hold,,Strength,Shoulders,Dumbbell,Intermediate,,
Holman Left Front Raise with Right Hold,,Strength,Shoulders,Dumbbell,Intermediate,,
Holman Right Front Raise with Left Hold,,Strength,Shoulders,Dumbbell,Intermediate,,
Holman Alternating Front Raise to Side Raise,,Strength,Shoulders,Dumbbell,Intermediate,,
Holman Heavy Right Arm Overhead Press,,Strength,Shoulders,Dumbbell,Intermediate,,
Holman Heavy Left Arm Overhead Press,,Strength,Shoulders,Dumbbell,Intermediate,,
Holman Right Arm Heavy Overhead Press,,Strength,Shoulders,Dumbbell,Intermediate,,
Holman Right Diagonal Lunge to Overhead Press,,Strength,Shoulders,Dumbbell,Intermediate,,
Holman Left Arm Heavy Overhead Press,,Strength,Shoulders,Dumbbell,Intermediate,,
Holman Weighted Palms-In Overhead Press,,Strength,Shoulders,Dumbbell,Intermediate,,
Dumbbell racked carry,"The dumbbell racked carry involves carrying dumbbells for time or distance, while holding them close to the shoulders in a front-racked position. Similar to a dumbbell farmer's carry, it can be a challenging finisher to any workout, or work well in fat-loss circuit training or as an accessory movement to heavy lifts like the deadlift.",Strength,Shoulders,Dumbbell,Intermediate,,
Dumbbell clean and push-press,"The dumbbell clean and push-press is a full-body movement that targets both the lower and upper body. The clean utilizes the muscles of the hips, legs, glutes, back, and biceps, while the push-press utilizes the shoulders and triceps. It differs from the clean and press in that the push-press allows you to use lower-body momentum to power through the most difficult part of the press. It can be trained in low to moderate reps for strength, or for higher reps, such as 8-12 reps per set or more, for muscle building or metabolic conditioning.",Strength,Shoulders,Dumbbell,Intermediate,,
Total Fitness Dumbbell Farmer's Carry,"The dumbbell farmer's walk or carry is an exercise with roots in competitive strongman training, but which is also popular in CrossFit and functional training. It can be a challenging finisher to any workout, or work well in fat-loss circuit training or as an accessory movement to heavy lifts like the deadlift.",Strength,Shoulders,Dumbbell,Intermediate,,
Single-arm dumbbell racked carry,"The single-arm dumbbell racked carry involves carrying a single dumbbell for time or distance, while holding it close to the shoulders in a front-racked position. Similar to a dumbbell farmer's carry, it can be a challenging finisher to any workout, or work well in fat-loss circuit training or as an accessory movement to heavy lifts like the deadlift.",Strength,Shoulders,Dumbbell,Intermediate,,
Jordan Shallow Dumbbell Pull-Over,,Strength,Shoulders,Dumbbell,Intermediate,,
King Maker Dumbbell Lateral Raise,"The dumbbell lateral raise is an upper body isolation exercise for building shoulder strength and muscle. It's a staple strength training move and is a great option for accessory work on upper body training days. This exercise particularly focuses on the lateral or medial head of the deltoid, making them appear wider and more developed.",Strength,Shoulders,Dumbbell,Intermediate,,
Dumbbell shadow boxing,"Dumbbell shadow boxing is a more advanced version of a popular conditioning exercise. By adding a pair of lightweight dumbbells, you can greatly increase the challenge to both the shoulders and cardiovascular system.",Strength,Shoulders,Dumbbell,Intermediate,,
King Maker Dumbbell Farmer's Carry,"The dumbbell farmer's walk or carry is an exercise with roots in competitive strongman training, but which is also popular in CrossFit and functional training. It can be a challenging finisher to any workout, or work well in fat-loss circuit training or as an accessory movement to heavy lifts like the deadlift.",Strength,Shoulders,Dumbbell,Intermediate,,
King Maker Dumbbell Shrug,"The standing dumbbell shrug is a popular movement to build and strengthen the trapezius muscles. It’s a often trained on a bodybuilding-style shoulder or back training day, but can also work well in full-body or strength-focused training.",Strength,Shoulders,Dumbbell,Intermediate,,
30 Shoulders Alternating Dumbbell Front Raise,,Strength,Shoulders,Dumbbell,Intermediate,,
30 Shoulders Bent-Over Dumbbell Reverse Fly,,Strength,Shoulders,Dumbbell,Intermediate,,
30 Shoulders Dumbbell Front Raise,,Strength,Shoulders,Dumbbell,Intermediate,,
30 Shoulders Dumbbell Lateral Raise,,Strength,Shoulders,Dumbbell,Intermediate,,
30 Shoulders Dumbbell Shrug,,Strength,Shoulders,Dumbbell,Intermediate,,
30 Shoulders Incline Face-Down Dumbbell Reverse Fly,,Strength,Shoulders,Dumbbell,Intermediate,,
30 Shoulders Seated Dumbbell Front Raise,,Strength,Shoulders,Dumbbell,Intermediate,,
30 Shoulders Seated Dumbbell Side Raise,,Strength,Shoulders,Dumbbell,Intermediate,,
30 Shoulders Neutral-Grip Arnold Press,,Strength,Shoulders,Dumbbell,Intermediate,,
30 Shoulders Standing Dumbbell Upright Row,,Strength,Shoulders,Dumbbell,Intermediate,,
MetaBurn 3-Way Shoulder Raise,,Strength,Shoulders,Dumbbell,Intermediate,,
MetaBurn Dumbbell Overhead Press,,Strength,Shoulders,Dumbbell,Intermediate,,
MetaBurn Single-Leg Arnold Press,,Strength,Shoulders,Dumbbell,Intermediate,,
RG Forward-Leaning Dumbbell Upright Row,,Strength,Shoulders,Dumbbell,Intermediate,,
